ID	X	Y
 IN1514          	104988.02	120349.13
 IN1540          	140130.99	176128.91
 IN1541          	144081.39	172415.17
 IN1542          	149469.96	170276.13
 IN1543          	144030.28	175369.65
 IN1544          	147663.9	172964.61
 IN1545          	144704.32	176564.92
 IN1546          	148140.44	173932.59
 IN1547          	145430.12	177573.65
 IN1548          	148795.68	175295.19
 IN1549          	157046.54	172614.68
 IN1550          	156536.62	173030.17
 IN1552          	70623.56	181520.98
 IN1553          	73220.64	170776.45
 IN1554          	130172.37	163757.64
 IN1555          	144157.99	170329.55
 IN1556          	117822.33	188968.4
 IN1557          	90104.78	112466.31
 IN1558          	122958.1	158678.17
 IN1559          	121538.93	188337.88
 IN1560          	122921.24	186530.23
 IN1561          	63950.83	153365.92
 IN1562          	63874.77	153179.59
 IN1563          	72261.76	139154.6
 IN1564          	119595.79	183673.11
 IN1565          	115104.57	183126.93
 IN1566          	128049.73	164897.27
 IN1567          	130163.94	163833.93
 IN1568          	128883.03	159467.04
 IN1569          	128100.06	157030.29
 IN1570          	127567.65	155272.76
 IN1571          	127150.13	149604.65
 IN1572          	89601.16	43310.61
 IN1573          	126973.01	149987.81
 IN1574          	122545.18	161897.75
 IN1575          	68169.25	181540.9
 IN1576          	68305.6	181775.42
 IN1577          	84972.88	146248.17
 IN1578          	84792.85	146455.19
 IN1579          	121203.33	184156.03
 IN1580          	54055.91	159542.31
 IN1581          	54037.28	159435.21
 IN1582          	120950.4	184302.16
 IN1583          	76000.81	139515.29
 IN1584          	76014.32	139662.4
 IN1585          	113132.41	140164.42
 IN1586          	113015.86	140274.67
 IN1587          	133179.28	163742.17
 IN1588          	133202.21	164028.69
 ind-tank        	113007.02	140152.7
 intake          	89607.93	42089.25
 mtn-tank        	133534.56	163833.85
 ne-tank         	121151.76	184365.43
 porte-tank      	84972.88	146455.19
 portw-tank      	76133.11	139518.04
 stream          	95758.03	41910.58
 TN0012          	68878.88	143273.58
 TN0013          	69430.62	144070.53
 TN0014          	67571.44	144798.32
 TN0015          	68257.08	145305.38
 TN0016          	66610.61	146303.77
 TN0017          	67470.19	146550.99
 TN0018          	66058.87	147713.77
 TN0019          	66873.35	147950.23
 TN0042          	66673.54	149131.74
 TN0043          	65959.55	149171.05
 TN0044          	65062.15	149026.94
 TN0045          	64295.75	149112.09
 TN0046          	64319.04	147347.75
 TN0047          	65403.36	147597.98
 TN0048          	65212.71	145524.67
 TN0049          	66106.38	145905.97
 TN0050          	66249.37	143868.4
 TN0051          	66857.06	144321.19
 TN0052          	68191.61	142855.58
 TN0053          	67655.41	142295.54
 TN0054          	69657.22	140901.42
 TN0055          	70098.1	141604.44
 TN0056          	70550.89	142367.04
 TN0057          	71051.35	143153.47
 TN0058          	71849.69	143975.64
 TN0059          	73136.58	143153.47
 TN0060          	72814.85	142259.8
 TN0061          	72552.71	141485.28
 TN0062          	72088	140675.02
 TN0063          	71873.52	140138.82
 TN0064          	69925.99	144888.51
 TN0065          	69049.53	145810.64
 TN0066          	68370.34	147002.2
 TN0067          	67905.63	148074.6
 TN0068          	67610.25	149262.75
 TN0069          	68258.74	149347.91
 TN0070          	68549.07	148289.08
 TN0071          	68930.37	147157.1
 TN0072          	69502.32	146346.84
 TN0073          	70741.54	145560.42
 TN0074          	72111.84	144607.17
 TN0075          	73339.14	143749.25
 TN0078          	74375.8	140174.57
 TN0079          	74407.02	139572.01
 TN0080          	74445.53	140971.86
 TN0081          	74697.52	141854.67
 TN0082          	74602.19	142641.1
 TN0083          	75808.42	143086.05
 TN0084          	77104.47	142343.21
 TN0085          	76901.9	140996.75
 TN0086          	76985.31	140281.81
 TN0087          	77009.14	139674.12
 TN0088          	77408.99	143965.75
 TN0125          	64185.34	150798.45
 TN0126          	65176.34	150672.15
 TN0127          	66013.77	150622.67
 TN0128          	66525.13	150532.28
 TN0129          	67524.23	150542.27
 TN0130          	68208.61	150537.27
 TN0131          	68363.47	151626.29
 TN0132          	67877.71	151850.22
 TN0133          	67029.67	152005.95
 TN0134          	66325.31	152195.78
 TN0135          	65425.53	151876.24
 TN0136          	64382.06	152310.68
 TN0137          	68508.34	152670.35
 TN0182          	80172.05	145049.89
 TN0183          	79995.22	143893.66
 TN0184          	80144.85	143023.08
 TN0185          	80131.24	142342.94
 TN0186          	80158.45	141608.39
 TN0187          	80158.45	140846.64
 TN0188          	80158.45	140316.13
 TN0189          	80335.28	139282.33
 TN0190          	83219.07	139309.53
 TN0191          	83219.07	140125.7
 TN0192          	83232.67	140982.67
 TN0193          	83273.48	141758.02
 TN0194          	83259.87	142533.38
 TN0195          	83259.87	143131.9
 TN0196          	83178.26	144070.49
 TN0197          	83069.44	144832.24
 TN0198          	83028.63	145525.98
 TN0199          	83083.04	146396.56
 TN0200          	84008.02	147212.72
 TN0201          	83069.44	148110.51
 TN0202          	80688.96	146355.75
 TN0203          	81954.01	148953.88
 TN0204          	85409.11	148994.68
 TN0205          	85585.94	148341.75
 TN0206          	85655.27	147364.52
 TN0207          	85667.56	146546.19
 TN0208          	85653.96	145471.57
 TN0209          	85681.16	144750.63
 TN0210          	85694.76	143825.64
 TN0211          	85694.76	143050.29
 TN0212          	85681.16	142274.93
 TN0213          	85735.57	141608.39
 TN0214          	85844.39	140846.64
 TN0215          	85803.59	140030.48
 TN0216          	85776.38	139295.93
 TN0282          	87957.14	150410.04
 TN0283          	88175.04	148901.49
 TN0284          	88024.18	147325.9
 TN0285          	88107.99	146471.06
 TN0286          	88074.47	145498.89
 TN0287          	88074.47	144627.29
 TN0288          	88057.71	143839.49
 TN0289          	88057.71	142984.65
 TN0290          	88094.89	142307.83
 TN0291          	88258.84	141543.16
 TN0292          	88258.84	140604.51
 TN0293          	88292.37	140017.85
 TN0294          	88275.61	139313.87
 TN0295          	90571.94	149974.23
 TN0296          	90538.42	148901.49
 TN0297          	90655.75	147476.76
 TN0298          	90638.99	146605.16
 TN0299          	90672.51	145632.98
 TN0300          	90689.27	144761.38
 TN0301          	90689.27	143889.78
 TN0302          	90739.56	143169.03
 TN0303          	90756.32	142414.76
 TN0304          	90756.32	141358.78
 TN0305          	90739.56	140671.55
 TN0306          	90735.78	139852.99
 TN0307          	90722.8	139179.77
 TN0308          	92834.76	149605.48
 TN0309          	92834.76	148499.21
 TN0310          	92851.52	147309.14
 TN0311          	92851.52	146303.45
 TN0312          	92851.52	145582.7
 TN0313          	92851.52	144945.76
 TN0314          	93002.37	143940.06
 TN0315          	92918.56	143085.22
 TN0316          	92918.56	142347.71
 TN0317          	92985.61	141342.02
 TN0318          	93035.9	140738.6
 TN0319          	93086.18	139917.28
 TN0320          	93220.27	138894.83
 TN0321          	97243.05	150393.27
 TN0322          	94929.95	148717.12
 TN0323          	95449.56	147493.52
 TN0324          	95416.04	146471.06
 TN0325          	95516.61	145700.03
 TN0326          	95600.42	144996.04
 TN0327          	95600.42	144124.44
 TN0328          	95615.29	143258.11
 TN0329          	95738.16	142415.61
 TN0330          	95751.27	141459.35
 TN0331          	95935.65	140554.22
 TN0332          	95861.02	139835.44
 TN0333          	96019.46	139012.16
 TN0334          	96941.34	149437.86
 TN0335          	98516.93	149069.11
 TN0336          	98198.46	147845.51
 TN0337          	98231.99	146688.96
 TN0338          	98164.94	145800.6
 TN0339          	97947.04	144912.24
 TN0340          	97796.19	144057.39
 TN0341          	98248.75	142749.99
 TN0342          	100394.23	146554.87
 TN0343          	99388.54	146856.58
 TN0344          	99857.86	148013.13
 TN0345          	100746.22	147962.84
 TN0346          	100008.71	149018.82
 TN0347          	101651.35	149018.82
 TN0348          	100880.32	149890.43
 TN0464          	103626.74	150181.6
 TN0465          	103455.17	150839.24
 TN0466          	106374.16	151316.4
 TN0467          	108265.49	151376.13
 TN0468          	109846.01	151177.83
 TN0469          	111271.71	150898.32
 TN0470          	112207.43	150778.87
 TN0471          	112904.23	150599.69
 TN0472          	113123.23	149703.79
 TN0473          	112067.99	149760
 TN0474          	111072.63	149882.97
 TN0475          	109738.74	150082.06
 TN0476          	108068.43	150331.36
 TN0477          	105253.92	150035.1
 TN0478          	105740.64	149167.47
 TN0479          	108046.49	149225.98
 TN0480          	109420.2	149066.71
 TN0481          	111052.72	148807.9
 TN0482          	112107.88	148768.08
 TN0483          	113163.05	148768.08
 TN0484          	113222.77	147852.28
 TN0485          	112107.88	147732.83
 TN0486          	110953.17	147792.55
 TN0487          	109559.56	147812.46
 TN0488          	107727.95	147971.73
 TN0489          	105119.9	148071.27
 TN0490          	104920.81	147274.92
 TN0491          	107349.69	147155.47
 TN0492          	109260.93	147135.56
 TN0493          	110634.84	147021.93
 TN0494          	112287.06	146996.2
 TN0495          	113262.59	146996.2
 TN0496          	113262.59	146239.67
 TN0497          	112048.16	146259.58
 TN0498          	110523.18	146395.28
 TN0499          	109061.84	146319.3
 TN0500          	106971.42	146319.3
 TN0501          	104915.33	146374.12
 TN0502          	106777.56	145294.88
 TN0503          	109499.83	145463.23
 TN0504          	110893.45	145463.23
 TN0505          	111689.8	145463.23
 TN0506          	113501.5	145463.23
 TN0507          	113620.95	144547.42
 TN0508          	112565.78	144447.88
 TN0509          	110413.75	144452.68
 TN0510          	110973.08	143532.07
 TN0511          	112548.44	143507.31
 TN0512          	113875	143522.56
 TN0513          	113899.67	142914.9
 TN0514          	112446.33	142815.36
 TN0515          	111112.44	142775.54
 TN0516          	110893.45	141760.19
 TN0517          	112625.51	141999.1
 TN0518          	114317.76	142058.83
 TN0519          	115552.1	141063.39
 TN0520          	114218.21	141043.48
 TN0521          	112525.97	140884.21
 TN0522          	111052.23	141020.21
 TN0523          	111192.08	140028.13
 TN0524          	112506.06	140067.95
 TN0525          	111610.16	139012.78
 TN0526          	113023.69	139132.24
 TN0527          	114522.75	139157.98
 TN0528          	114332.29	140173.74
 TN0529          	116248.91	140227.22
 TN0530          	116567.45	139132.24
 TN0531          	111570.35	137240.9
 TN0532          	114039.03	137420.08
 TN0533          	116806.35	137459.9
 TN0657          	114988.3	150140.91
 TN0658          	117482.8	150367.78
 TN0659          	119197.87	151596.92
 TN0660          	120398.43	153283.41
 TN0661          	120655.69	154655.48
 TN0662          	121456.06	156456.31
 TN0663          	121598.98	157942.71
 TN0664          	121856.24	159629.2
 TN0665          	121884.83	160972.68
 TN0666          	121887.02	162287.73
 TN0667          	122713.78	162573.42
 TN0668          	124114.43	163087.94
 TN0669          	125526.83	163155.36
 TN0670          	127401.66	163659.63
 TN0671          	129103.16	164044.15
 TN0672          	122856.16	161194.98
 TN0673          	124428.44	161495.55
 TN0674          	126105.46	161986.38
 TN0675          	127740.55	162512.34
 TN0676          	129251.29	162880.25
 TN0677          	129179.52	161681.39
 TN0678          	127882.42	161134.17
 TN0679          	126350.88	160772.93
 TN0680          	124673.86	160377.53
 TN0681          	123018.3	159918.14
 TN0682          	123342.57	158864.25
 TN0683          	124963.95	159208.79
 TN0684          	126563.76	159473.22
 TN0685          	128226.96	160141.08
 TN0686          	128206.69	158904.79
 TN0687          	127010.93	158235.97
 TN0688          	125551.7	158215.7
 TN0689          	122410.28	158053.56
 TN0690          	123383.11	157709.02
 TN0691          	124477.54	157161.81
 TN0692          	125774.63	157040.21
 TN0693          	126929.86	156371.39
 TN0694          	126457.95	154584.87
 TN0695          	125288.22	154993.22
 TN0696          	124051.93	155601.24
 TN0697          	122775.09	155803.91
 TN0698          	121842.8	156128.18
 TN0699          	122268.41	154527.08
 TN0700          	121376.66	154648.68
 TN0701          	123565.51	153837.99
 TN0702          	124923.41	153473.18
 TN0703          	125855.7	153128.64
 TN0704          	120788.91	152865.17
 TN0705          	121700.93	152540.89
 TN0706          	123119.64	152115.28
 TN0707          	124274.86	151770.74
 TN0708          	125470.63	151405.93
 TN0709          	120299.89	151325.96
 TN0710          	121113.19	151081.66
 TN0711          	122450.82	150595.25
 TN0712          	123768.18	150129.1
 TN0713          	124935.69	149899.12
 TN0714          	124480.75	148335.85
 TN0715          	123266.4	148706.91
 TN0716          	122136.37	149229.75
 TN0717          	120913.59	149415.28
 TN0718          	119083.63	149583.94
 TN0719          	119024.6	148184.06
 TN0720          	120669.03	148082.86
 TN0721          	121942.42	148158.76
 TN0722          	122819.45	147534.72
 TN0723          	124000.07	147197.4
 TN0724          	123772.38	146042.08
 TN0725          	122347.2	146505.89
 TN0726          	120728.06	146590.22
 TN0727          	118847.5	146919.11
 TN0728          	118771.61	145620.43
 TN0729          	120567.84	145493.93
 TN0730          	122026.75	145165.04
 TN0731          	123401.33	144659.06
 TN0732          	118712.57	144254.28
 TN0733          	120517.24	144136.22
 TN0734          	121849.65	143900.09
 TN0735          	122912.21	143436.28
 TN0736          	118754.74	142947.16
 TN0737          	120416.04	142896.56
 TN0738          	121495.47	142660.44
 TN0739          	122642.36	142255.66
 TN0740          	118552.35	141631.61
 TN0741          	120323.28	141412.36
 TN0742          	121377.4	141547.28
 TN0743          	122037.69	140871.32
 TN0744          	118535.48	140619.65
 TN0745          	120095.59	140012.48
 TN0746          	121779.75	139809.22
 TN0747          	119305.29	150733.43
 TN0748          	115982.9	149633.03
 TN0749          	117076.57	149575.5
 TN0750          	115196.01	148690.04
 TN0751          	116132.07	148344.29
 TN0752          	117025.97	148378.02
 TN0753          	114318.98	147433.52
 TN0754          	115718.86	147197.4
 TN0755          	117413.89	146986.57
 TN0756          	114522.75	146458.77
 TN0757          	115524.9	145839.68
 TN0758          	116914.02	145569.98
 TN0759          	115449	144616.9
 TN0760          	116823.58	144549.43
 TN0761          	115623.15	143178.71
 TN0762          	116781.42	143031.49
 TN0763          	116857.31	141926.77
 TN0764          	117540.39	140029.34
 TN0765          	118425.85	138874.02
 TN0766          	118139.13	137819.9
 TN0767          	119716.1	137558.47
 TN0768          	119893.2	138781.26
 TN0769          	121339.74	138413.33
 TN0770          	121324.57	137229.85
 TN0788          	112506.41	185482.02
 TN0789          	111589.35	183571.7
 TN0790          	112706.96	182926.13
 TN0791          	113526.08	184356.11
 TN0792          	114379.9	183321.81
 TN0793          	114817.23	186022.11
 TN0794          	113779.22	187163
 TN0795          	116170.85	184356.11
 TN0796          	111165.91	181024.12
 TN0797          	115844.59	189069.5
 TN0798          	116699.38	187065.19
 TN0799          	119648.62	187597.87
 TN0800          	119419.55	189458.23
 TN0801          	118531.01	184855.91
 TN0802          	120207.69	185001.53
 TN0803          	121779.71	187382.68
 TN0804          	122286.45	188271.21
 TN0805          	122148.18	184990.06
 TN0806          	113132.81	181302.26
 TN1025          	42833.69	161244.28
 TN1026          	45005.09	161941.51
 TN1027          	47236.25	162080.96
 TN1028          	48590.88	162080.96
 TN1029          	50005.27	161981.36
 TN1030          	51439.59	161941.51
 TN1031          	52535.25	161941.51
 TN1032          	53889.88	161961.44
 TN1033          	55503.49	161841.91
 TN1034          	56300.33	161742.3
 TN1035          	57137.02	161523.17
 TN1036          	58093.23	161064.99
 TN1037          	57714.73	160228.3
 TN1038          	56838.2	160686.49
 TN1039          	56260.49	161005.22
 TN1040          	56499.54	160068.93
 TN1041          	55472.97	160233.16
 TN1042          	55463.65	160845.86
 TN1043          	53929.72	160945.46
 TN1044          	54208.62	160228.3
 TN1045          	52754.38	161045.07
 TN1046          	52834.07	160168.54
 TN1047          	51439.59	160168.54
 TN1048          	51459.51	160965.38
 TN1049          	50204.49	160965.38
 TN1050          	50224.41	160108.78
 TN1051          	48869.77	160029.09
 TN1052          	48770.17	160925.54
 TN1053          	47296.01	160925.54
 TN1054          	47296.01	159889.64
 TN1055          	45542.96	159809.96
 TN1056          	45483.19	160586.88
 TN1057          	42993.06	160248.22
 TN1058          	43092.67	158993.2
 TN1059          	43570.77	157937.38
 TN1060          	44128.56	156861.64
 TN1061          	45841.77	157598.72
 TN1062          	45403.51	158614.7
 TN1063          	47574.91	159112.72
 TN1064          	47535.06	157957.3
 TN1065          	49228.35	158156.51
 TN1066          	48989.3	159192.41
 TN1067          	50264.25	159252.17
 TN1068          	50463.46	158355.72
 TN1069          	51917.7	158355.72
 TN1070          	51778.25	159431.46
 TN1071          	53232.49	159451.38
 TN1072          	53312.17	158156.51
 TN1073          	54447.67	158395.56
 TN1074          	54447.67	159411.54
 TN1075          	55782.38	158375.64
 TN1076          	55762.46	159331.85
 TN1077          	57356.15	159391.62
 TN1078          	57356.15	158315.88
 TN1079          	44666.15	155767.39
 TN1080          	46193.44	156395.55
 TN1081          	47856.21	156740.42
 TN1082          	49248.02	156925.18
 TN1083          	50799.94	157036.03
 TN1084          	52043.94	157011.39
 TN1085          	53374.15	157085.29
 TN1086          	54692.06	157060.66
 TN1087          	56059.22	157183.83
 TN1088          	56280.93	155779.71
 TN1089          	54913.76	155755.08
 TN1090          	53583.54	155668.86
 TN1091          	52277.96	155730.44
 TN1092          	50935.42	155730.44
 TN1093          	49518.99	155631.91
 TN1094          	48016.33	155533.37
 TN1095          	46723.06	155077.65
 TN1096          	45306.63	154572.66
 TN1097          	45959.42	153685.85
 TN1098          	47215.74	154277.06
 TN1099          	48435.1	154363.28
 TN1100          	49703.74	154424.86
 TN1101          	51095.54	154474.13
 TN1102          	52499.66	154474.13
 TN1103          	53792.93	154498.76
 TN1104          	55061.56	154548.03
 TN1105          	56416.41	154609.61
 TN1106          	56613.48	153304.03
 TN1107          	55283.26	153230.13
 TN1108          	53903.78	153193.18
 TN1109          	52536.61	153340.98
 TN1110          	51255.66	153476.46
 TN1111          	49777.64	153488.78
 TN1112          	48509.01	153513.41
 TN1113          	47462.07	153414.88
 TN1114          	46230.39	152885.26
 TN1115          	55554.23	152355.63
 TN1116          	56798.23	152183.2
 TN1117          	58676.13	160820.95
 TN1118          	58199.38	161880.39
 TN1119          	57563.72	162021.65
 TN1120          	59064.59	161739.13
 TN1121          	59700.26	161615.53
 TN1122          	59506.03	160520.78
 TN1123          	60159.35	160467.81
 TN1124          	60512.49	161297.7
 TN1125          	60953.92	161898.05
 TN1126          	61819.13	161809.76
 TN1127          	61730.85	160838.61
 TN1128          	62313.54	160750.32
 TN1129          	62560.74	161580.22
 TN1130          	62931.54	161898.05
 TN1131          	63496.58	161739.13
 TN1132          	63461.26	161121.13
 TN1133          	64485.39	161580.22
 TN1134          	64414.76	160856.27
 TN1135          	65138.71	161421.3
 TN1136          	64838.53	160591.41
 TN1137          	64626.64	159885.12
 TN1138          	63955.67	160149.98
 TN1139          	63125.77	160414.84
 TN1140          	64238.18	158860.99
 TN1141          	63690.81	159249.45
 TN1142          	62843.26	159461.34
 TN1143          	61907.42	159637.91
 TN1144          	61077.53	159973.4
 TN1145          	58322.99	160026.37
 TN1146          	59223.51	159885.12
 TN1147          	59929.8	159602.6
 TN1148          	60812.67	159390.71
 TN1149          	61660.22	158966.94
 TN1150          	62472.45	158631.45
 TN1151          	63425.95	158384.25
 TN1152          	63885.04	158172.36
 TN1153          	63584.86	157360.12
 TN1154          	63121.98	157620.02
 TN1155          	62454.8	157978.13
 TN1156          	61713.19	158366.59
 TN1157          	61142.16	158744.62
 TN1158          	60583.12	158507.85
 TN1159          	59664.94	158737.39
 TN1160          	59064.59	158931.62
 TN1161          	58570.19	158137.04
 TN1162          	59311.8	157695.61
 TN1163          	60106.37	157483.72
 TN1164          	60706.72	157165.89
 TN1165          	61236.44	157872.18
 TN1166          	62119.31	157607.32
 TN1167          	62101.65	157165.89
 TN1168          	62754.97	156406.63
 TN1169          	63172.48	156870.23
 TN1170          	63602.52	156477.26
 TN1171          	63196.4	155770.96
 TN1172          	63125.77	155047.01
 TN1173          	62260.57	155276.56
 TN1174          	61254.1	155717.99
 TN1175          	60583.12	156071.14
 TN1176          	59947.46	156371.31
 TN1177          	58852.71	156742.12
 TN1178          	58111.1	156971.66
 TN1179          	57493.09	157307.15
 TN1180          	63540.84	154621.67
 TN1181          	62645.43	153864.02
 TN1182          	63449	153603.82
 TN1183          	61872.47	154009.43
 TN1184          	60862.27	154545.14
 TN1185          	59989.83	154797.69
 TN1186          	59454.11	155065.55
 TN1187          	57063.82	156169.42
 TN1188          	57615.65	155678.89
 TN1189          	58351.44	155372.32
 TN1190          	57390.83	154738.72
 TN1191          	57922.23	154268.64
 TN1192          	58882.84	154084.69
 TN1193          	59618.63	153757.68
 TN1194          	60497.48	153491.97
 TN1195          	61253.71	153430.66
 TN1196          	57779.16	153491.97
 TN1197          	58535.39	153369.34
 TN1198          	59168.98	153348.91
 TN1199          	57799.6	152061.28
 TN1200          	58441.79	152099.76
 TN1201          	59414.24	152408.73
 TN1202          	60313.54	152470.05
 TN1203          	61539.85	152470.05
 TN1204          	62357.39	152817.5
 TN1205          	63154.49	152429.17
 TN1206          	63093.17	151039.36
 TN1207          	61697.92	151158.06
 TN1208          	60742.74	151141.55
 TN1209          	59741.26	151100.67
 TN1210          	58780.65	151080.23
 TN1211          	58085.74	151366.37
 TN1212          	59986.52	150303.57
 TN1213          	61049.32	149976.55
 TN1214          	61989.49	149915.24
 TN1215          	63052.29	149588.22
 TN1216          	62153	149056.82
 TN1217          	62990.98	148627.61
 TN1248          	49201.53	176676.7
 TN1249          	49099.33	173999.26
 TN1250          	48997.14	171485.32
 TN1251          	48874.51	168828.32
 TN1252          	48833.63	166191.75
 TN1253          	48731.44	163596.06
 TN1254          	45972.24	163677.82
 TN1255          	46135.75	166293.94
 TN1256          	46360.58	168910.07
 TN1257          	46381.01	171485.32
 TN1258          	47096.36	173897.06
 TN1259          	43873.41	171181.21
 TN1260          	43601.38	168950.95
 TN1261          	43519.62	166396.14
 TN1262          	43396.99	163780.01
 TN1263          	40862.62	163841.32
 TN1264          	40862.62	166518.77
 TN1265          	41067.01	168869.19
 TN1266          	38144.3	168480.86
 TN1267          	38246.49	166723.15
 TN1268          	38082.99	163861.76
 TN1269          	50100.82	178516.16
 TN1270          	35589.49	168685.25
 TN1271          	35548.61	166682.27
 TN1272          	35507.73	164066.15
 TN1273          	32932.48	166253.07
 TN1274          	32871.17	164147.9
 TN1275          	47596.63	176018.55
 TN1276          	42146.05	170820.47
 TN1331          	63507.05	192618.09
 TN1332          	67444.73	194252.6
 TN1333          	66813.22	192320.91
 TN1334          	68856.35	192692.39
 TN1335          	70453.71	192803.83
 TN1336          	70342.27	194846.97
 TN1337          	72013.93	194215.45
 TN1338          	71679.6	192580.95
 TN1339          	72619.51	190307.61
 TN1340          	71508.95	190171.87
 TN1341          	69450.72	190203.48
 TN1342          	67407.59	189757.7
 TN1343          	68930.65	188086.05
 TN1344          	70899.49	187974.6
 TN1345          	71842.12	187654.61
 TN1346          	73569.65	188246.91
 TN1347          	69004.95	186340.09
 TN1348          	70565.16	185597.14
 TN1349          	72027.21	185865.38
 TN1350          	72273.96	184296.96
 TN1351          	74778.92	185593.91
 TN1352          	70156.53	183331.11
 TN1353          	71731.06	182410.31
 TN1354          	69487.87	181065.09
 TN1355          	70676.6	180359.28
 TN1356          	72681.21	180571.73
 TN1357          	66998.96	177796.07
 TN1358          	68782.06	177573.19
 TN1359          	70534.13	178140.84
 TN1360          	72905.48	178464.74
 TN1361          	72508.45	177067.3
 TN1362          	70602.31	176570.19
 TN1363          	68609.16	175487.84
 TN1364          	71694.04	175216.37
 TN1365          	73643.69	175364.45
 TN1366          	75245.8	176050.12
 TN1367          	72459.7	172409.62
 TN1368          	74502.84	171592.37
 TN1369          	74001.53	168454.32
 TN1370          	73388.4	165314.37
 TN1371          	113972.54	149633.03
 TN1372          	114912.24	115630.73
 TN1434          	148441.85	182704.17
 TN1435          	149585.64	182288.24
 TN1436          	150920.06	181681.69
 TN1437          	150521.47	180468.58
 TN1438          	149135.06	181213.77
 TN1439          	147696.66	181993.63
 TN1440          	147176.76	181283.09
 TN1441          	148840.45	180329.94
 TN1442          	150070.89	179827.36
 TN1443          	149291.03	178978.19
 TN1444          	147869.96	179879.35
 TN1445          	146639.52	180745.86
 TN1446          	145963.65	181854.99
 TN1447          	145218.45	181543.05
 TN1448          	144473.25	180849.84
 TN1449          	145963.65	179862.02
 TN1450          	147350.06	178960.86
 TN1451          	148840.45	178025.03
 TN1452          	146587.53	178059.69
 TN1453          	145149.13	178856.88
 TN1454          	143676.07	179758.04
 TN1455          	143000.19	178752.89
 TN1456          	144698.55	177834.4
 TN1457          	146050.3	176915.9
 TN1458          	147800.64	175685.46
 TN1459          	148268.55	176933.23
 TN1460          	142462.96	177643.77
 TN1461          	143849.37	176846.58
 TN1462          	145166.46	175806.77
 TN1463          	146916.8	174559
 TN1464          	146344.91	173449.87
 TN1465          	144490.58	174714.97
 TN1466          	143069.51	175754.78
 TN1467          	141596.45	176638.62
 TN1468          	141423.15	175477.5
 TN1469          	142653.59	174645.65
 TN1470          	143953.35	173727.16
 TN1471          	145339.76	172722.01
 TN1472          	140608.63	174888.27
 TN1473          	142324.32	173345.89
 TN1474          	142844.22	172184.77
 TN1475          	145097.14	171664.87
 TN1476          	145287.77	170278.46
 TN1477          	147194.09	170763.7
 TN1478          	148095.25	171422.25
 TN1479          	156223.09	167124.37
 TN1515          	108067.48	134317.83
 TN1516          	109806.05	134640.71
 TN1517          	111718.47	134814.56
 TN1518          	114326.32	134740.05
 TN1519          	116586.46	134988.42
 TN1520          	107645.26	131610.64
 TN1521          	108911.93	131859
 TN1522          	110526.31	131983.19
 TN1523          	112463.57	132132.21
 TN1524          	114773.38	132330.9
 TN1525          	116983.84	132330.9
 TN1526          	107148.53	127909.97
 TN1527          	108266.18	128679.91
 TN1528          	109483.17	129002.79
 TN1529          	111072.72	129027.62
 TN1530          	112910.63	129077.3
 TN1531          	115170.77	129425.01
 TN1532          	116934.17	129524.36
 TN1533          	106726.31	126096.9
 TN1534          	108266.18	126022.39
 TN1535          	109855.72	126469.45
 TN1536          	111494.94	126519.12
 TN1537          	113283.18	126494.29
 TN1538          	115344.62	126618.47
 TN1539          	117430.9	126593.63
 TN1551          	156196.66	173275.69
 wres-tank       	68125.62	181775.42
 w-tank          	54112.53	159485.46
 wtpe-in         	118287.77	134903.9
 wtpe-out        	118291.16	136646.85
 wtpe-tank       	118284.87	133812.48
 wtpw-in         	71813.08	139146.3
 wtpw-out        	68793.87	139146.3
 wtpw-tank       	72272.95	137316.78
IN0001          	64725.33	150006.9
