PROP_ADDR,OCC_CLS,PRIM_OCC,SEC_OCC,area,bg,geometry,res,mfh,ind,com,caf,gro,type,index_right,TRACT,BLKGRP
128 WARD TRAILER PARK ROAD,Residential,['Unclassified'],,791.1489,9501001,POINT (5881242.165277268 3863095.7131947186),True,False,False,False,False,False,res,0,950100,1
1282 CALF CREEK,Residential,['Single Family Dwelling'],,1846.029,9502021,POINT (5856900.971142848 3871873.035416482),True,False,False,False,False,False,res,14,950202,1
1288 SALTWELL ROAD,Unclassified,['Unclassified'],,5554.487,9502024,POINT (5840059.863915757 3846822.0226845723),False,False,False,True,False,False,com,17,950202,4
1289 WHITE OAK ROAD,Residential,['Manufactured Home'],,1186.726,9503001,POINT (5883677.450410358 3821843.843622753),True,False,False,False,False,False,res,3,950300,1
129 BOARD WALK,Commercial,['Retail Trade'],,3807.399,9502022,POINT (5846033.629356237 3855755.6457114588),False,False,False,True,False,False,com,15,950202,2
129 STEPP BOTTOM,Residential,['Unclassified'],,2950.3339,9502011,POINT (5853733.422490764 3849166.4426745074),True,False,False,False,False,False,res,19,950201,1
129 TIPPLE ROAD,Residential,['Unclassified'],,3428.332,9501003,POINT (5880349.672458073 3846701.326718454),True,False,False,False,False,False,res,1,950100,3
129 TOMAHAWK ESTATE,Residential,['Single Family Dwelling'],,2637.155,9502024,POINT (5833444.218985458 3858151.1753334966),True,False,False,False,False,False,res,17,950202,4
1291 EAST MAIN STREET,Commercial,['Entertainment and Recreation'],,1829.54,9501002,POINT (5852453.5320358705 3853093.866965657),False,False,False,True,False,False,com,2,950100,2
1294 SAWMILL HOLLOW,Residential,['Manufactured Home'],,741.7045,9502011,POINT (5829606.175565347 3817682.8405607753),True,False,False,False,False,False,res,19,950201,1
1296 LITTLE LAUREL CREEK,Residential,['Single Family Dwelling'],,3164.605,9502022,POINT (5840036.656846039 3883403.7601378933),True,False,False,False,False,False,res,15,950202,2
1297 SAWMILL HOLLOW,Residential,['Manufactured Home'],,1780.089,9502011,POINT (5829718.200784331 3817871.331290102),True,False,False,False,False,False,res,19,950201,1
1298 EAST MAIN STREET,Residential,['Unclassified'],,2291.0242,9502011,POINT (5852447.260797703 3852876.9441879974),True,False,False,False,False,False,res,19,950201,1
13 BRUCE STREET,Residential,['Unclassified'],,2900.91,9501003,POINT (5886740.598885808 3840573.410092948),True,False,False,False,False,False,res,1,950100,3
13 DAVIS ROAD,Residential,['Manufactured Home'],,923.0023,9502023,POINT (5819999.520080926 3850784.5015355693),True,False,False,False,False,False,res,16,950202,3
13 FIELDS TRAILER COURT,Residential,['Unclassified'],,1120.801,9502023,POINT (5833062.377585877 3858575.216000228),True,False,False,False,False,False,res,16,950202,3
13 JOHNNY HALE DRIVE,Residential,['Single Family Dwelling'],,3840.365,9501003,POINT (5892097.45826826 3838537.8388440376),True,False,False,False,False,False,res,1,950100,3
130 BROOKEVIEW HEIGHTS,Commercial,['Personal and Repair Services'],,3428.299,9501002,POINT (5859296.602713753 3848706.972847376),False,False,False,True,False,False,com,2,950100,2
130 COLDWATER ROAD,Residential,['Single Family Dwelling'],,3527.184,9502011,POINT (5853578.878438035 3849686.459791307),True,False,False,False,False,False,res,19,950201,1
130 FLAT HOLLOW,Residential,['Single Family Dwelling'],,1813.0657,9502021,POINT (5853039.087633171 3857215.4246621993),True,False,False,False,False,False,res,14,950202,1
130 HARDINVILLE ROAD,Residential,['Single Family Dwelling'],,4104.078,9502011,POINT (5853114.475155803 3851728.014127697),True,False,False,False,False,False,res,19,950201,1
130 LOWER SALTWELL ROAD,Residential,['Single Family Dwelling'],,2241.606,9502024,POINT (5845669.417931056 3850344.6046342887),True,False,False,False,False,False,res,17,950202,4
130 MARCUMTOWN ROAD,Residential,['Unclassified'],,1582.304,9502022,POINT (5847672.664423709 3888553.964956537),True,False,False,False,False,False,res,15,950202,2
130 MIDDLE SCHOOL ROAD,Education,['Pre-K - 12 Schools'],,50204.93,9501001,POINT (5880788.518114518 3848441.960665929),False,False,False,True,False,False,com,0,950100,1
130 PINE VIEW,Residential,['Single Family Dwelling'],,2620.669,9502011,POINT (5858103.85236952 3836847.355113827),True,False,False,False,False,False,res,19,950201,1
130 TOMAHAWK ESTATE,Residential,['Single Family Dwelling'],,3164.592,9502024,POINT (5833263.165168583 3858202.01464177),True,False,False,False,False,False,res,17,950202,4
1301 LITTLE LAUREL CREEK,Residential,['Single Family Dwelling'],,1582.287,9502022,POINT (5839753.8561802395 3883213.3657248183),True,False,False,False,False,False,res,15,950202,2
1302 TUG RIVER ROAD,Residential,['Manufactured Home'],,3823.8718,9501002,POINT (5864974.528126257 3872559.88969069),True,False,False,False,False,False,res,2,950100,2
13059 RIVER FRONT ROAD,Residential,['Manufactured Home'],,3922.751,9503001,POINT (5910476.208895759 3814702.1714540846),True,False,False,False,False,False,res,3,950300,1
1307 EMILY CREEK,Residential,['Unclassified'],,2966.81,9501003,POINT (5885375.613480703 3827724.7311524586),True,False,False,False,False,False,res,1,950100,3
1308 EAST MAIN STREET,Residential,['Single Family Dwelling'],,1450.435,9502011,POINT (5852534.190049597 3852933.028145176),True,False,False,False,False,False,res,19,950201,1
131 BLEVINS LANE,Residential,['Single Family Dwelling'],,2900.8768999999998,9502024,POINT (5846896.09197401 3853178.017982615),True,False,False,False,False,False,res,17,950202,4
131 CARTER BRANCH,Residential,['Single Family Dwelling'],,6329.175499999999,9502012,POINT (5855023.609812002 3848960.482179937),True,False,False,False,False,False,res,18,950201,2
131 DANS BRANCH,Unclassified,['Retail Trade'],,2010.8298999999997,9503001,POINT (5874760.131169949 3821572.811053607),False,False,False,False,True,False,caf,3,950300,1
131 HELLEN MILLS ROAD,Residential,['Unclassified'],,2472.3347,9502021,POINT (5858279.773683382 3863002.9450181825),True,False,False,False,False,False,res,14,950202,1
131 HORN ESTATE,Residential,['Single Family Dwelling'],,4170.002,9501002,POINT (5855055.712 3857538.4167229),True,False,False,False,False,False,res,2,950100,2
131 MURRAY ROAD,Residential,['Manufactured Home'],,3032.738,9502011,POINT (5851036.730562578 3852464.0873090667),True,False,False,False,False,False,res,19,950201,1
131 RIVER FRONT ROAD,Residential,['Manufactured Home'],,1681.202,9501001,POINT (5883978.266538534 3848294.7261606464),True,False,False,False,False,False,res,0,950100,1
1310 LITTLE BLACKLOG ROAD,Residential,['Manufactured Home'],,1285.613,9501002,POINT (5860381.766178855 3852198.2713767732),True,False,False,False,False,False,res,2,950100,2
1312 TUG RIVER ROAD,Residential,['Manufactured Home'],,8241.134,9501002,POINT (5864863.844963426 3872645.567252445),True,False,False,False,False,False,res,2,950100,2
1312 TURKEY CREEK,Residential,['Single Family Dwelling'],,2307.526,9501002,POINT (5854245.643988235 3859452.0840770886),True,False,False,False,False,False,res,2,950100,2
1313 BLACKBERRY ROAD,Residential,['Manufactured Home'],,857.0961,9502011,POINT (5840856.601480812 3833575.4408435277),True,False,False,False,False,False,res,19,950201,1
13131 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,1582.288,9503001,POINT (5910143.68023014 3814545.486569097),True,False,False,False,False,False,res,3,950300,1
13139 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,4021.6587,9503001,POINT (5910062.4002404865 3814511.136398681),True,False,False,False,False,False,res,3,950300,1
1314 ROCKHOUSE ROAD,Residential,['Manufactured Home'],,791.1324,9502023,POINT (5830269.661545555 3849331.3852827647),True,False,False,False,False,False,res,16,950202,3
1315 SOUTH MILO ROAD,Residential,['Single Family Dwelling'],,4219.4565999999995,9502023,POINT (5835297.207890656 3865996.970373098),True,False,False,False,False,False,res,16,950202,3
13161 RIVER FRONT ROAD,Residential,['Unclassified'],,4615.042,9503001,POINT (5909988.074518208 3814397.3911704137),True,False,False,False,False,False,res,3,950300,1
13168 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,2653.6499999999996,9503001,POINT (5909557.078331482 3815069.142654146),True,False,False,False,False,False,res,3,950300,1
1319 ROCKCASTLE ROAD,Residential,['Manufactured Home'],,1714.142,9502022,POINT (5843602.548469738 3859720.250463219),True,False,False,False,False,False,res,15,950202,2
13190 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,1384.521,9503001,POINT (5909651.411022905 3814674.2280704756),True,False,False,False,False,False,res,3,950300,1
132 FITCH BRANCH,Residential,['Single Family Dwelling'],,2604.194,9502022,POINT (5841973.724409536 3865898.2687682016),True,False,False,False,False,False,res,15,950202,2
132 JOHNSON BOTTOM,Residential,['Single Family Dwelling'],,1433.965,9502022,POINT (5844372.92790507 3874577.015262892),True,False,False,False,False,False,res,15,950202,2
132 KED FLETCHER ROAD,Residential,['Manufactured Home'],,2093.239,9501003,POINT (5874989.635806129 3828724.0072720097),True,False,False,False,False,False,res,1,950100,3
132 LITTLE ELK HODE ROAD,Unclassified,['Unclassified'],,1780.072,9501001,POINT (5880199.530143288 3862370.7850320605),False,False,False,True,False,False,com,0,950100,1
132 RALPH MOORE LANE,Residential,['Manufactured Home'],,791.1403,9502012,POINT (5868111.416850269 3831040.1823469508),True,False,False,False,False,False,res,18,950201,2
13212 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,2571.2295,9503001,POINT (5909584.399748675 3814595.043652496),True,False,False,False,False,False,res,3,950300,1
1322 CALF CREEK,Unclassified,['Unclassified'],,1450.439,9502021,POINT (5856462.82961684 3871817.932598831),False,False,False,True,False,False,com,14,950202,1
1322 CAMP BRANCH,Unclassified,['Unclassified'],,791.1497,9502011,POINT (5849749.202123443 3842652.155232143),False,False,False,True,False,False,com,19,950201,1
1322 EAST MAIN STREET,Residential,['Manufactured Home'],,2142.673,9502011,POINT (5852608.094878228 3852826.772831192),True,False,False,False,False,False,res,19,950201,1
1323 PETER CAVE BRANCH,Residential,['Manufactured Home'],,593.363,9502021,POINT (5853506.099842422 3876248.2039952073),True,False,False,False,False,False,res,14,950202,1
13245 RIVER FRONT ROAD,Residential,['Unclassified'],,1054.863,9503001,POINT (5909785.877104731 3814136.929141717),True,False,False,False,False,False,res,3,950300,1
1327 EMILY CREEK,Residential,['Unclassified'],,1483.389,9501003,POINT (5885449.735413037 3827773.1078977743),True,False,False,False,False,False,res,1,950100,3
13287 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,1714.154,9503001,POINT (5909656.027143386 3813980.681392014),True,False,False,False,False,False,res,3,950300,1
1329 WHITE OAK ROAD,Residential,['Manufactured Home'],,5340.2354,9503001,POINT (5883845.047880065 3821562.521717213),True,False,False,False,False,False,res,3,950300,1
133 BLACKBERRY ROAD,Residential,['Single Family Dwelling'],,1483.403,9502011,POINT (5841565.841237088 3839141.3610287993),True,False,False,False,False,False,res,19,950201,1
133 GRASSY SCHOOL ROAD,Residential,['Single Family Dwelling'],,527.4301,9502022,POINT (5846154.892393736 3879675.1045835256),True,False,False,False,False,False,res,15,950202,2
133 HANEY PLACE,Residential,['Single Family Dwelling'],,3230.5098,9502011,POINT (5847902.87535817 3851572.4872294106),True,False,False,False,False,False,res,19,950201,1
133 IVORY LANE,Residential,['Manufactured Home'],,1878.967,9501001,POINT (5877126.980705031 3848012.1100989613),True,False,False,False,False,False,res,0,950100,1
133 MOORE BRANCH,Residential,['Single Family Dwelling'],,2472.326,9502011,POINT (5856354.686245153 3844533.143363446),True,False,False,False,False,False,res,19,950201,1
1330 CAMP BRANCH,Unclassified,['Unclassified'],,1384.487,9502011,POINT (5849893.895129792 3842472.22333963),False,False,False,True,False,False,com,19,950201,1
13303 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,5191.9,9503001,POINT (5909810.3215073235 3813847.6591212596),True,False,False,False,False,False,res,3,950300,1
1331 EAST MAIN STREET,Residential,['Single Family Dwelling'],,4466.7175,9501002,POINT (5852711.900815569 3853044.55290453),True,False,False,False,False,False,res,2,950100,2
1331 ROCKCASTLE ROAD,Residential,['Manufactured Home'],,1582.294,9502022,POINT (5843521.278268018 3859841.7413611626),True,False,False,False,False,False,res,15,950202,2
1332 COLDWATER ROAD,Residential,['Single Family Dwelling'],,4779.843,9502011,POINT (5856246.270464701 3844803.8556864853),True,False,False,False,False,False,res,19,950201,1
13325 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,1087.83,9503001,POINT (5909679.672451407 3813837.8675908945),True,False,False,False,False,False,res,3,950300,1
13331 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,2769.0380999999998,9503001,POINT (5909682.349901683 3813711.41524044),True,False,False,False,False,False,res,3,950300,1
13333 RIVER FRONT ROAD,Residential,['Unclassified'],,3263.477,9503001,POINT (5909582.710892143 3813776.6429730854),True,False,False,False,False,False,res,3,950300,1
13342 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,4153.529,9503001,POINT (5909317.129234541 3813761.3154323315),True,False,False,False,False,False,res,3,950300,1
1335 BLACKBERRY ROAD,Unclassified,['Retail Trade'],,923.0038,9502011,POINT (5840849.703449614 3833488.8751901016),False,False,False,False,True,False,caf,19,950201,1
1335 CALF CREEK,Unclassified,['Unclassified'],,988.9338,9502021,POINT (5855495.644942818 3871608.667192597),False,False,False,True,False,False,com,14,950202,1
1336 PIGEON ROOST ROAD,Unclassified,['Unclassified'],,1846.007,9503001,POINT (5874872.119054289 3820381.7278665663),False,False,False,True,False,False,com,3,950300,1
1336 RIVER FRONT ROAD,Commercial,['Retail Trade'],,857.0746,9501003,POINT (5887381.9356289925 3843216.2555292756),False,False,False,True,False,False,com,1,950100,3
1336 TURKEY CREEK,Residential,['Manufactured Home'],,1977.879,9501002,POINT (5854609.258162506 3859549.0113526667),True,False,False,False,False,False,res,2,950100,2
13369 RIVER FRONT ROAD,Residential,['Unclassified'],,2472.3442,9503001,POINT (5909498.577369834 3813550.625168923),True,False,False,False,False,False,res,3,950300,1
134 LITTLE BLACKLOG ROAD,Unclassified,['Unclassified'],,1186.72,9501002,POINT (5854999.467557462 3851809.3137670993),False,False,False,True,False,False,com,2,950100,2
134 MOORE BRANCH,Residential,['Single Family Dwelling'],,2867.8955,9502011,POINT (5855151.7963119475 3844698.582315473),True,False,False,False,False,False,res,19,950201,1
134 TUNNEL ROAD,Residential,['Unclassified'],,1631.739,9501003,POINT (5884979.505871931 3839848.051285524),True,False,False,False,False,False,res,1,950100,3
134 WALNUT DRIVE,Residential,['Unclassified'],,1384.498,9501003,POINT (5886751.982417815 3843965.7952116104),True,False,False,False,False,False,res,1,950100,3
1342 CALLOWAY ROAD,Unclassified,['Retail Trade'],,6329.1990000000005,9502023,POINT (5832529.000112193 3863947.624638116),False,False,False,False,True,False,caf,16,950202,3
1342 COLLINS CREEK,Unclassified,['Retail Trade'],,3906.298,9501003,POINT (5879564.080922742 3843518.407773464),False,False,False,False,True,False,caf,1,950100,3
1342 EAST MAIN STREET,Residential,['Single Family Dwelling'],,2109.73,9502011,POINT (5852699.588351451 3852893.322761884),True,False,False,False,False,False,res,19,950201,1
1342 LONG BRANCH,Residential,['Single Family Dwelling'],,3362.3783000000003,9503001,POINT (5898262.304426442 3826829.2967765075),True,False,False,False,False,False,res,3,950300,1
1342 ROCKHOUSE ROAD,Residential,['Single Family Dwelling'],,2142.693,9502023,POINT (5830168.262932563 3849296.369605777),True,False,False,False,False,False,res,16,950202,3
13459 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,1648.23,9503001,POINT (5909271.58513518 3813167.360149088),True,False,False,False,False,False,res,3,950300,1
13483 RIVER FRONT ROAD,Residential,['Unclassified'],,1186.713,9503001,POINT (5909171.373101252 3813052.1467667846),True,False,False,False,False,False,res,3,950300,1
1349 EAST MAIN STREET,Residential,['Unclassified'],,3428.3133,9501002,POINT (5852832.857249727 3853131.5000195755),True,False,False,False,False,False,res,2,950100,2
135 FITZPATRICK HOLLOW,Unclassified,['Unclassified'],,1977.877,9502024,POINT (5834996.561755652 3859511.1347569977),False,False,False,True,False,False,com,17,950202,4
135 LICK BRANCH,Residential,['Single Family Dwelling'],,1153.775,9503001,POINT (5878974.40584679 3805869.705711625),True,False,False,False,False,False,res,3,950300,1
135 MARCUM HOLLOW,Residential,['Unclassified'],,890.0412,9501003,POINT (5877634.951563093 3842104.224722522),True,False,False,False,False,False,res,1,950100,3
135 MULLETT BRANCH,Residential,['Single Family Dwelling'],,2900.873,9502011,POINT (5854045.392387494 3831208.519336073),True,False,False,False,False,False,res,19,950201,1
135 WARD TRAILER PARK ROAD,Residential,['Unclassified'],,1054.863,9501001,POINT (5881353.26612546 3863210.602723737),True,False,False,False,False,False,res,0,950100,1
13500 RIVER FRONT ROAD,Residential,['Unclassified'],,2472.317,9503001,POINT (5908980.886288532 3812962.9982624217),True,False,False,False,False,False,res,3,950300,1
1352 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,395.5862,9501003,POINT (5887433.2637832165 3843186.3916343353),True,False,False,False,False,False,res,1,950100,3
1354 ROCKHOUSE ROAD,Residential,['Manufactured Home'],,3296.435,9502023,POINT (5830153.420828984 3849152.083023043),True,False,False,False,False,False,res,16,950202,3
1357 EAST MAIN STREET,Unclassified,['Unclassified'],,6922.542,9501002,POINT (5853026.332036597 3853269.2116900575),False,False,False,True,False,False,com,2,950100,2
1358 EAST MAIN STREET,Residential,['Manufactured Home'],,1318.593,9502011,POINT (5852748.130697921 3852841.6122514387),True,False,False,False,False,False,res,19,950201,1
136 BLACKBERRY ROAD,Residential,['Manufactured Home'],,3494.2189,9502011,POINT (5841312.568279948 3839132.213954348),True,False,False,False,False,False,res,19,950201,1
136 FIREHOUSE LANE,Commercial,['Retail Trade'],,8307.04,9501001,POINT (5882694.768768455 3848206.4185545524),False,False,False,False,True,True,gro,0,950100,1
136 GORDON HOLLOW,Residential,['Single Family Dwelling'],,2834.9456,9501003,POINT (5878956.698103126 3846005.1397732575),True,False,False,False,False,False,res,1,950100,3
136 HOLTY ROAD,Residential,['Unclassified'],,1977.8829,9501003,POINT (5884000.787995811 3831032.6638040994),True,False,False,False,False,False,res,1,950100,3
136 JAKES PLACE,Residential,['Manufactured Home'],,988.9323,9501002,POINT (5867480.905890876 3861332.96677868),True,False,False,False,False,False,res,2,950100,2
136 MILLS BRANCH,Residential,['Single Family Dwelling'],,3131.629,9502021,POINT (5860894.399534843 3872248.129486332),True,False,False,False,False,False,res,14,950202,1
136 ROCKCASTLE ROAD,Government,['General Services'],,7993.893,9502021,POINT (5846967.648771134 3856229.4762221836),False,False,False,True,False,False,com,14,950202,1
136 ROCKY BRANCH,Residential,['Single Family Dwelling'],,988.9438,9502012,POINT (5872253.974270409 3825632.5803755475),True,False,False,False,False,False,res,18,950201,2
136 WARD TRAILER PARK ROAD,Residential,['Unclassified'],,923.0071,9501001,POINT (5881282.8718519015 3863087.7431313223),True,False,False,False,False,False,res,0,950100,1
1365 LITTLE LAUREL CREEK,Residential,['Single Family Dwelling'],,1582.309,9502022,POINT (5839562.653279048 3883012.713705525),True,False,False,False,False,False,res,15,950202,2
1369 DAVELLA ROAD,Residential,['Manufactured Home'],,3296.4296999999997,9502024,POINT (5834950.968696653 3826325.48132955),True,False,False,False,False,False,res,17,950202,4
137 BABE DELONG ROAD,Residential,['Unclassified'],,6197.293,9502024,POINT (5838595.692247002 3832866.573951986),True,False,False,False,False,False,res,17,950202,4
137 BEATRICE LOOP,Residential,['Single Family Dwelling'],,1977.871,9502022,POINT (5843688.9125465825 3858244.752247336),True,False,False,False,False,False,res,15,950202,2
137 CREEKWOOD ESTATES,Residential,['Single Family Dwelling'],,3082.189,9502011,POINT (5858668.170473285 3840345.474233943),True,False,False,False,False,False,res,19,950201,1
137 EMILY CREEK,Unclassified,['Unclassified'],,1318.586,9501003,POINT (5883469.450521387 3830845.8276270726),False,False,False,True,False,False,com,1,950100,3
137 HAND MAUL HOLLOW,Residential,['Single Family Dwelling'],,1384.512,9502023,POINT (5819991.073011665 3852119.4494292676),True,False,False,False,False,False,res,16,950202,3
137 HARMON LANE,Residential,['Manufactured Home'],,2208.612,9503001,POINT (5888282.742347511 3827228.202192102),True,False,False,False,False,False,res,3,950300,1
137 NATHAN PLACE,Unclassified,['Unclassified'],,1911.9327,9502024,POINT (5835468.608296029 3830272.7220343915),False,False,False,True,False,False,com,17,950202,4
137 ROCKY BRANCH,Residential,['Single Family Dwelling'],,1878.988,9502012,POINT (5872192.582033404 3825637.927159818),True,False,False,False,False,False,res,18,950201,2
137 VINEYARD VALLEY,Residential,['Unclassified'],,1681.183,9502021,POINT (5847171.786085311 3875073.6473348313),True,False,False,False,False,False,res,14,950202,1
1372 ROCKHOUSE ROAD,Residential,['Manufactured Home'],,1054.873,9502023,POINT (5830100.009030528 3849068.27555793),True,False,False,False,False,False,res,16,950202,3
1374 EAST MAIN STREET,Residential,['Single Family Dwelling'],,1582.319,9502011,POINT (5852778.280736629 3852775.5582690034),True,False,False,False,False,False,res,19,950201,1
1375 COLDWATER ROAD,Residential,['Manufactured Home'],,3560.1695,9502012,POINT (5856663.096735185 3845081.2659862395),True,False,False,False,False,False,res,18,950201,2
1376 CALLOWAY ROAD,Unclassified,['Unclassified'],,4417.2495,9502023,POINT (5832751.031791531 3863946.7966613285),False,False,False,True,False,False,com,16,950202,3
138 COOK DRIVE,Residential,['Single Family Dwelling'],,1878.957,9502011,POINT (5843903.1402927125 3832947.7582627465),True,False,False,False,False,False,res,19,950201,1
138 EVERETT ROAD,Residential,['Unclassified'],,3164.594,9501003,POINT (5877730.015307833 3842193.124889351),True,False,False,False,False,False,res,1,950100,3
138 GAYLE CARTER ROAD,Residential,['Single Family Dwelling'],,2109.7243,9502022,POINT (5836316.6234281985 3872225.879806172),True,False,False,False,False,False,res,15,950202,2
138 HODE ROAD,Residential,['Single Family Dwelling'],,4285.392,9501001,POINT (5882607.617816353 3848524.156798171),True,False,False,False,False,False,res,0,950100,1
138 JOHNNY MOLLETT ROAD,Residential,['Single Family Dwelling'],,2307.515,9502023,POINT (5828746.998676938 3848139.2209513853),True,False,False,False,False,False,res,16,950202,3
138 MARY ELLEN LANE,Residential,['Manufactured Home'],,5933.623,9503001,POINT (5881771.859976289 3824612.15678411),True,False,False,False,False,False,res,3,950300,1
138 NEWBERRY LANE,Residential,['Single Family Dwelling'],,2637.149,9502024,POINT (5847280.096037714 3854989.3400504654),True,False,False,False,False,False,res,17,950202,4
138 ROCKHOUSE MILLS ROAD,Residential,['Single Family Dwelling'],,2966.816,9502023,POINT (5829797.552057025 3850308.446299151),True,False,False,False,False,False,res,16,950202,3
138 SANSOM DRIVE,Unclassified,['Unclassified'],,3823.8628999999996,9502021,POINT (5849453.90974884 3872116.4709229292),False,False,False,True,False,False,com,14,950202,1
138 TURKEY CREEK,Residential,['Single Family Dwelling'],,2274.542,9501002,POINT (5851473.598100474 3855715.2106080763),True,False,False,False,False,False,res,2,950100,2
138 VINEYARD VALLEY,Residential,['Manufactured Home'],,1977.85,9502021,POINT (5847021.348184715 3875148.571361043),True,False,False,False,False,False,res,14,950202,1
1386 LITTLE BLACKLOG ROAD,Residential,['Manufactured Home'],,1186.724,9501002,POINT (5860500.097439684 3852183.3223606744),True,False,False,False,False,False,res,2,950100,2
139 BOWEN LANE,Residential,['Manufactured Home'],,5257.8601,9502022,POINT (5844897.677975994 3873755.917127281),True,False,False,False,False,False,res,15,950202,2
139 CHARLIE BROWN ROAD,Residential,['Single Family Dwelling'],,923.0106,9501002,POINT (5869088.920306227 3863737.1000622544),True,False,False,False,False,False,res,2,950100,2
139 DANS BRANCH,Residential,['Unclassified'],,1582.287,9503001,POINT (5874634.006137391 3821880.2844867967),True,False,False,False,False,False,res,3,950300,1
139 DAVIS ROAD,Residential,['Single Family Dwelling'],,1186.733,9502023,POINT (5819782.090183235 3849980.773087459),True,False,False,False,False,False,res,16,950202,3
139 HALLS BRANCH,Residential,['Single Family Dwelling'],,3675.547,9502023,POINT (5832469.386887863 3858676.9980699373),True,False,False,False,False,False,res,16,950202,3
139 JAY HINKLE DRIVE,Residential,['Single Family Dwelling'],,1565.83,9501002,POINT (5873725.524639175 3846828.00315653),True,False,False,False,False,False,res,2,950100,2
139 LUTHER SMITH LANE,Residential,['Single Family Dwelling'],,1714.153,9502024,POINT (5835446.481958114 3829072.9201488127),True,False,False,False,False,False,res,17,950202,4
139 PINE VIEW,Residential,['Single Family Dwelling'],,5818.227,9502011,POINT (5858129.26932017 3836664.026676265),True,False,False,False,False,False,res,19,950201,1
139 PRESTON BRANCH,Unclassified,['Retail Trade'],,2769.018,9502024,POINT (5842794.701932895 3855095.223471833),False,False,False,False,True,False,caf,17,950202,4
1390 EAST MAIN STREET,Residential,['Single Family Dwelling'],,2373.451,9502011,POINT (5852790.24689755 3852711.7376185968),True,False,False,False,False,False,res,19,950201,1
1390 ROCKHOUSE ROAD,Residential,['Manufactured Home'],,3230.5202,9502023,POINT (5829982.6668132525 3849000.422061698),True,False,False,False,False,False,res,16,950202,3
1398 COLDWATER ROAD,Residential,['Single Family Dwelling'],,3626.1,9502011,POINT (5856504.281478018 3844872.7419119934),True,False,False,False,False,False,res,19,950201,1
1399 LITTLE LAUREL CREEK,Residential,['Single Family Dwelling'],,1977.871,9502022,POINT (5839448.015279382 3882885.704982218),True,False,False,False,False,False,res,15,950202,2
14 BILL STEPP BRANCH,Residential,['Single Family Dwelling'],,4153.522,9502011,POINT (5851479.517518784 3852665.77028942),True,False,False,False,False,False,res,19,950201,1
14 BRUCE STREET,Residential,['Unclassified'],,1813.043,9501003,POINT (5886651.1175624905 3840491.554518534),True,False,False,False,False,False,res,1,950100,3
14 COURT STREET,Government,['General Services'],,7120.331,9502011,POINT (5847841.651253981 3854789.39661931),False,False,False,True,False,False,com,19,950201,1
14 ED MOORE LANE,Residential,['Unclassified'],,2521.78,9502011,POINT (5846927.249310711 3837235.149181618),True,False,False,False,False,False,res,19,950201,1
14 FLAT HOLLOW,Unclassified,['Unclassified'],,10268.443,9502021,POINT (5852680.541706515 3858018.7779456005),False,False,False,True,False,False,com,14,950202,1
14 GORDON MAYNARD ROAD,Residential,['Manufactured Home'],,2637.163,9502021,POINT (5845215.15900821 3874254.9610124724),True,False,False,False,False,False,res,14,950202,1
14 HOLDEN SPUR,Residential,['Single Family Dwelling'],,1120.79,9502011,POINT (5840068.878041315 3828092.642768405),True,False,False,False,False,False,res,19,950201,1
14 PINE TREE LANE,Residential,['Single Family Dwelling'],,3659.057,9502011,POINT (5858322.685007593 3837165.4925816627),True,False,False,False,False,False,res,19,950201,1
14 RAINWATER DRIVE,Residential,['Single Family Dwelling'],,758.1917,9502021,POINT (5850339.915727646 3877929.23271879),True,False,False,False,False,False,res,14,950202,1
14 SHORT STREET,Residential,['Manufactured Home'],,1054.879,9501001,POINT (5876326.20173084 3867231.185731714),True,False,False,False,False,False,res,0,950100,1
140 HARMON LANE,Residential,['Manufactured Home'],,4746.9011,9503001,POINT (5888146.990872394 3827238.9306518165),True,False,False,False,False,False,res,3,950300,1
140 MILO SUBDIVISION ROAD,Residential,['Manufactured Home'],,2109.723,9502022,POINT (5836168.821967672 3871545.2217580792),True,False,False,False,False,False,res,15,950202,2
140 MOORES TRAILER PARK,Residential,['Manufactured Home'],,988.9371,9501003,POINT (5890474.35136557 3836009.573845396),True,False,False,False,False,False,res,1,950100,3
140 ROCKCASTLE ROAD,Residential,['Unclassified'],,2109.719,9502021,POINT (5847009.324414787 3856407.7446728516),True,False,False,False,False,False,res,14,950202,1
1401 NORTH WOLF CREEK,Unclassified,['Retail Trade'],,1977.866,9501003,POINT (5879657.092270433 3828220.320480309),False,False,False,False,True,False,caf,1,950100,3
1404 SOUTH MILO ROAD,Residential,['Single Family Dwelling'],,2175.6559,9502022,POINT (5835368.242452481 3866468.1698954087),True,False,False,False,False,False,res,15,950202,2
